timestamp,open,high,low,close,volume
2023-08-01 11:22:00,20190.1,20195.8,20188.2,20193.5,1370000
2023-08-01 11:23:00,20193.5,20200.0,20191.9,20198.2,1380000
2023-08-01 11:24:00,20198.2,20205.1,20196.3,20202.7,1390000
2023-08-01 11:25:00,20202.7,20210.0,20200.5,20207.9,1400000
2023-08-01 11:26:00,20207.9,20213.4,20205.2,20211.0,1410000
2023-08-01 11:27:00,20211.0,20218.2,20209.1,20215.3,1420000
2023-08-01 11:28:00,20215.3,20222.5,20213.0,20220.1,1430000
2023-08-01 11:29:00,20220.1,20228.0,20218.4,20225.6,1440000
2023-08-01 11:30:00,20225.6,20232.3,20223.9,20230.2,1450000
2023-08-01 11:31:00,20230.2,20235.9,20228.1,20233.7,1460000
2023-08-01 11:32:00,20233.7,20240.0,20231.5,20238.4,1470000
2023-08-01 11:33:00,20238.4,20245.2,20236.3,20242.0,1480000
2023-08-01 11:34:00,20242.0,20248.7,20240.1,20246.5,1490000
2023-08-01 11:35:00,20246.5,20252.1,20244.8,20250.3,1500000
2023-08-01 11:36:00,20250.3,20258.0,20248.6,20255.7,1510000
2023-08-01 11:37:00,20255.7,20262.4,20253.2,20260.1,1520000
2023-08-01 11:38:00,20260.1,20265.9,20258.3,20263.6,1530000
2023-08-01 11:39:00,20263.6,20270.0,20261.5,20268.2,1540000
2023-08-01 11:40:00,20268.2,20275.3,20266.4,20273.0,1550000
2023-08-01 11:41:00,20273.0,20280.1,20271.2,20278.5,1560000
2023-08-01 11:42:00,20278.5,20285.6,20276.3,20283.4,1570000
2023-08-01 11:43:00,20283.4,20290.0,20281.9,20288.7,1580000
2023-08-01 11:44:00,20288.7,20295.8,20286.5,20293.2,1590000
2023-08-01 11:45:00,20293.2,20300.0,20291.0,20298.5,1600000
2023-08-01 11:46:00,20298.5,20295.2,20286.8,20292.1,1610000
2023-08-01 11:47:00,20292.1,20290.7,20280.5,20285.3,1620000
2023-08-01 11:48:00,20285.3,20288.0,20278.9,20282.6,1630000
2023-08-01 11:49:00,20282.6,20280.4,20270.2,20275.9,1640000
2023-08-01 11:50:00,20275.9,20272.1,20264.3,20269.7,1650000
2023-08-01 11:51:00,20269.7,20275.0,20268.5,20272.4,1660000
2023-08-01 11:52:00,20272.4,20278.6,20270.7,20275.8,1670000
2023-08-01 11:53:00,20275.8,20280.2,20273.9,20278.1,1680000
2023-08-01 11:54:00,20278.1,20285.5,20276.3,20282.0,1690000
2023-08-01 11:55:00,20282.0,20288.7,20280.1,20286.4,1700000
2023-08-01 11:56:00,20286.4,20292.3,20285.0,20290.1,1710000
2023-08-01 11:57:00,20290.1,20295.8,20288.2,20293.5,1720000
2023-08-01 11:58:00,20293.5,20300.0,20291.9,20298.2,1730000
2023-08-01 11:59:00,20298.2,20305.1,20296.3,20302.7,1740000
2023-08-01 12:00:00,20302.7,20310.0,20300.5,20307.9,1750000
2023-08-01 12:01:00,20307.9,20313.4,20305.2,20311.0,1760000
2023-08-01 12:02:00,20311.0,20318.2,20309.1,20315.3,1770000
2023-08-01 12:03:00,20315.3,20322.5,20313.0,20320.1,1780000
2023-08-01 12:04:00,20320.1,20328.0,20318.4,20325.6,1790000
2023-08-01 12:05:00,20325.6,20332.3,20323.9,20330.2,1800000
2023-08-01 12:06:00,20330.2,20335.9,20328.1,20333.7,1810000
2023-08-01 12:07:00,20333.7,20340.0,20331.5,20338.4,1820000
2023-08-01 12:08:00,20338.4,20345.2,20336.3,20342.0,1830000
2023-08-01 12:09:00,20342.0,20348.7,20340.1,20346.5,1840000
2023-08-01 12:10:00,20346.5,20352.1,20344.8,20350.3,1850000
2023-08-01 12:11:00,20350.3,20358.0,20348.6,20355.7,1860000
2023-08-01 12:12:00,20355.7,20362.4,20353.2,20360.1,1870000
2023-08-01 12:13:00,20360.1,20365.9,20358.3,20363.6,1880000
2023-08-01 12:14:00,20363.6,20370.0,20361.5,20368.2,1890000
